EAN;Produto;Fabricante;Categoria;NCM;CEST;EAN adicional;Fornecedor;Ativo
7898946401059;QUEIJO MUSSARELA DEALE 150G;GENÉRICO;FRIOS;;;;;TRUE
7898947630212;VINHO VAILATTI SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898947630236;VINHO VAILATTI BRANCO SECO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7898948469125;CARVÃO PURA BRASA 2KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898948469132;CARVÃO BOM DE BRASA 3KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898950216014;CARVÃO REI DA BRASA 2,5KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898950216229;SAL DE PARILLA REI DA BRASA 450G;GENÉRICO;CHURRASCO;;;;;TRUE
7898951509078;AGUA VALLE AZUL 5L;GENÉRICO;AGUAS;;;;;TRUE
7898951850309;MACARRÃO BARILLA PENNE 500GR;GENÉRICO;MERCEARIA;;;;;TRUE
7898951850316;MACARRÃO BARILLA PENNE S/GLUTEN 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7898953148169;SUCO INTEGRAL PRATS LARANJA 900ML;GENÉRICO;SUCOS;;;;;TRUE
7898954424071;ÁGUA COM GÁS ARMAZÉM 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898954424330;ÁGUA PH LIFE COM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898954424347;ÁGUA PH LIFE SEM GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898954424354;AGUA PH LIFE COM GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898954424361;AGUA PH LIFE SEM GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898954424378;ÁGUA PH LIFE 5L;GENÉRICO;AGUAS;;;;;TRUE
7898954898483;SACO DE LIXO VERSÁTIL 15L C/20 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7898954898490;SACO DE LIXO VERSÁTIL 30L C/10 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7898954898506;SACO DE LIXO VERSÁTIL 50L C/10 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7898954898513;SACO DE LIXO VERSÁTIL 100L C/5 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7898955012109;PAPEL HIGIÊNICO JUMU C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898955617526;QUEIJO MUSSARELA FATIADO PRÉSIDENT 150G;GENÉRICO;FRIOS;;;;;TRUE
7898955711002;QUEIJO MUSSARELA ALTO ALEGRE 150G;GENÉRICO;FRIOS;;;;;TRUE
7898955711286;MANTEIGA ALTO ALEGRE C/SAL 200G;GENÉRICO;FRIOS;;;;;TRUE
7898955711422;REQUEIJÃO ALTO ALEGRE 180G;GENÉRICO;FRIOS;;;;;TRUE
7898956109211;SUCO INTEGRAL SUQ LARANJA 900ML;GENÉRICO;SUCOS;;;;;TRUE
7898956358091;ALCOOL NOBRE 1LT;GENÉRICO;LIMPEZA;;;;;TRUE
7898958804022;TAPIOCA TUPÃ 500GR;GENÉRICO;MERCEARIA;;;;;TRUE
7898958804251;FARINHA DE MILHO FLOCADA 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7898958804404;FARINHA DE MANDIOCA TUPÃ 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7898958804459;FARINHA DE MILHO FLOCÃO 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7898959831164;CARNE MOÍDA ITABERABA 500G;GENÉRICO;CONGELADOS;;;;;TRUE
7898960419474;ÁLCOOL 70° SUPER VALE 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7898960658033;AGUA SERRA CATARINENSE S/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898960658040;AGUA SERRA CATARINENSE C/GÁS 500ML;GENÉRICO;AGUAS;;;;;TRUE
7898960658057;AGUA SERRA CATARINENSE S/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898960658064;AGUA SERRA CATARINENSE C/GÁS 1,5L;GENÉRICO;AGUAS;;;;;TRUE
7898960658095;AGUA SERRA CATARINENSE 5L;GENÉRICO;AGUAS;;;;;TRUE
7898962336137;OVO DE CODORNA OCEANO 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7898962794258;PAPEL HIGIÊNICO MIMMO C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898964097098;PAPEL ALUMÍNIO MELLO 4M;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898964511310;PETIT GATEAU 320G;GENÉRICO;CONGELADOS;;;;;TRUE
7898964629886;ESPETO PARA CHURRASCO INOVEN C/50 UND;GENÉRICO;CHURRASCO;;;;;TRUE
7898967809919;CURATIVO BONTRAZ C/10 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898968408685;CARVÃO KI CARVÃO 4KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898968408982;CARVÃO KI-CHEF 2,5KG;GENÉRICO;CHURRASCO;;;;;TRUE
7898968809154;FITA DUPLA FACE VETTER 3M;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7898969650014;QUEIJO RALADO MINAS 40G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7898970730040;CHAMPIGNON INTEIRO TOSCANA 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7898970730057;CHAMPIGNON TOSCANA 100G;GENÉRICO;MERCEARIA;;;;;TRUE
7898970730415;CHAMPIGNON TOSCANA 180G;GENÉRICO;MERCEARIA;;;;;TRUE
7898972714680;CHOPP ALPENLAND PILSEN 750ML;GENÉRICO;CERVEJAS;;;;;TRUE
7898973936128;QUEIJO MUSSARELA VENEZA 150GR;GENÉRICO;FRIOS;;;;;TRUE
7898976093002;LENÇO UMEDECIDO HIGGO BABY C/50 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7898994386209;BANDEJA DE OVOS VERMELHOS C/20 UNDS;GENÉRICO;MERCEARIA;;;;;TRUE
7899069400042;TAPETE PARA CÃES TAPET C/7 UND;GENÉRICO;PET;;;;;TRUE
7899090127000;ÁLCOOL VANTAX 500ML;GENÉRICO;CHURRASCO;;;;;TRUE
7899090127239;ACENDEDOR VANTAX 480G;GENÉRICO;CHURRASCO;;;;;TRUE
7899349109672;FITA ISOLANTE TIGRE 20MTS;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7899659900785;MILHO VERDE BONARE 170G;GENÉRICO;ENLATADOS;;;;;TRUE
7899659900792;ERVILHA BONARE 170G;GENÉRICO;ENLATADOS;;;;;TRUE
7899659900808;MILHO BONARE 170GR;GENÉRICO;ENLATADOS;;;;;TRUE
7899659901096;MOLHO DE TOMATE BONARE 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7899674022011;DESODORANTE ABOVE MAN SPORT 90ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7899674040190;DESODORANTE ABOVE FEMININO 150ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7899767481282;ALFAJOR NOBRE 50G;GENÉRICO;DOCES;;;;;TRUE
7899767487888;ALFAJOR NOBRE 50GR;GENÉRICO;DOCES;;;;;TRUE
7899769105155;PÃO FRANCES BREAD KING 280G;GENÉRICO;MERCEARIA;;;;;TRUE
7899769107203;PÃO FRANCES BREAD KING 420G;GENÉRICO;CONGELADOS;;;;;TRUE
7899853801437;PAPEL HIGIÊNICO NESS C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7899853802977;GUARDANAPO NOBBY C/50 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7899853806395;PAPEL TOALHA NATUREZA C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7899970400902;BARRA DE CHOCOLATE HERSHEYS 60% 85G;GENÉRICO;DOCES;;;;;TRUE
7899970401183;CHOCOTUBES  HERSHEY'S 25G;GENÉRICO;DOCES;;;;;TRUE
7899975800028;SORVETE NESTLE MOÇA LEITE CONDENSADO 59G;GENÉRICO;SORVETES;;;;;TRUE
7899975800042;SORVETE GAROTO BATON 45G;GENÉRICO;SORVETES;;;;;TRUE
7899975800585;POTE DE SORVETE NESTLE NAPOLITANO FLOCOS 1,5L;GENÉRICO;SORVETES;;;;;TRUE
7899975800684;SORVETE NESTLE MOÇA BRIGADEIRO 63G;GENÉRICO;SORVETES;;;;;TRUE
7899975801704;SORVETE NESTLE FINI TUBES MORANGO 45G;GENÉRICO;SORVETES;;;;;TRUE
7899975801773;SORVETE NESTLE CLASSIC CHOCOLATE 59G;GENÉRICO;SORVETES;;;;;TRUE
7899975801797;SORVETE NESTLÉ PISTACHE 74G;GENÉRICO;SORVETES;;;;;TRUE
7899975801896;SORVETE NESTLE KIT KAT GOLD 45G;GENÉRICO;SORVETES;;;;;TRUE
7899975801902;SORVETE NESTLE CHOCOLATE 75G;GENÉRICO;SORVETES;;;;;TRUE
7899975801964;SORVETE NESTLE KIT KAT 61G;GENÉRICO;SORVETES;;;;;TRUE
7899975802206;SORVETE FINI TUBES TUTTI FRUTTI 45G;GENÉRICO;SORVETES;;;;;TRUE
7899975802657;SORVETE NESTLE LA FRUTTA MORANGO 60G;GENÉRICO;SORVETES;;;;;TRUE
7899975802718;SORVETE NESTLE LA FRUTTA LIMÃO 66G;GENÉRICO;SORVETES;;;;;TRUE
7899975802725;SORVETE NESTLÉ LA FRUTTA UVA 66G;GENÉRICO;SORVETES;;;;;TRUE
7899975802749;SORVETE NESTLE DENTADURA 50G;GENÉRICO;SORVETES;;;;;TRUE
7899975802763;POTE DE SORVETE NOBRELLI NAPOLITANO 1,3L;GENÉRICO;SORVETES;;;;;TRUE
7899975802770;POTE DE SORVETE NOBRELLI FLOCOS 1,3L;GENÉRICO;SORVETES;;;;;TRUE
7899975802787;POTE DE SORVETE NOBRELLI DUO CHOCOLATE 1,3L;GENÉRICO;SORVETES;;;;;TRUE
7899975802794;POTE DE SORVETE NOBRELLI DUO MORANGO 1,3L;GENÉRICO;SORVETES;;;;;TRUE
7899975802800;SORVETE NESTLE CONE OREO 62G;GENÉRICO;SORVETES;;;;;TRUE
7899975802817;SORVETE NESTLE CONE DUO 62G;GENÉRICO;SORVETES;;;;;TRUE
7899975802862;SORVETE NESTLE MEGA CLÁSSICO 73G;GENÉRICO;SORVETES;;;;;TRUE
7899975802893;SORVETE NESTLE OREO 65G;GENÉRICO;SORVETES;;;;;TRUE
7899975802909;SORVETE NESTLE LA FRUTTA MANGA 66G;GENÉRICO;SORVETES;;;;;TRUE
7899975803210;SORVETE NESTLE MOÇA BRIGADEIRO 73G;GENÉRICO;SORVETES;;;;;TRUE
7908014300044;PÃO DE QUEIJO FORNO DO SUL 1KG;GENÉRICO;CONGELADOS;;;;;TRUE
7908014300051;PÃO DE QUEIJO FORNO DO SUL 300G;GENÉRICO;CONGELADOS;;;;;TRUE
7908032300989;TOALHA UMEDECIDA PIQUITUCHO C/120 UNDS;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7908282812621;SACO DE LIXO SP 50L;GENÉRICO;LIMPEZA;;;;;TRUE
7908591300444;RAÇÃO PARA GATOS BAST CAT CARNE 1KG;GENÉRICO;PET;;;;;TRUE
7908591301076;RAÇÃO PARA GATOS BAST CAT FRANGO 1KG;GENÉRICO;PET;;;;;TRUE
7908692600016;LENÇO UMEDECIDO BONTRAZ C/45 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7908692600368;PÃO DE ALHO BONTRAZ 300G;GENÉRICO;CHURRASCO;;;;;TRUE
7908692600764;CARVÃO BONTRAZ 3KG;GENÉRICO;CHURRASCO;;;;;TRUE
8000500463901;TIC TAC MENTA TWO 38,5G;GENÉRICO;BALAS;;;;;TRUE
80052760;KINDER BUENO 43G;GENÉRICO;DOCES;;;;;TRUE
80761761;KINDER BUENO WHITE 40G;GENÉRICO;DOCES;;;;;TRUE
8076800195033;MACARRÃO BARILLA SPAGHETTINI 500G;GENÉRICO;MERCEARIA;;;;;TRUE
8076800195057;MACARRÃO BARILLA SPAGHETTI 500G;GENÉRICO;MERCEARIA;;;;;TRUE
8076802085738;MACARRÃO BARILLA PENNE 500G;GENÉRICO;MERCEARIA;;;;;TRUE
8076808150072;MACARRÃO BARILLA SPAGHETTONI 500G;GENÉRICO;MERCEARIA;;;;;TRUE
8410179100050;AZEITE DE OLIVA BORGES 250ML;GENÉRICO;MERCEARIA;;;;;TRUE
8410525146435;BALA FINI TUBES CÍTRICO 80G;GENÉRICO;BALAS;;;;;TRUE
8410525159619;BALA FINI TUBES MORANGO CÍTRICO 80G;GENÉRICO;BALAS;;;;;TRUE
8420209042069;ESPUMANTE ROSE MONT BLAU 750ML;GENÉRICO;VINHOS;;;;;TRUE
8513960012904;VINHO TINTO SECO SINCERO MALBEC 750ML;GENÉRICO;VINHOS;;;;;TRUE
9002490214166;ENERGÉTICO REDBULL ZERO 250ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
9002490229160;ENERGÉTICO RED BULL TROPICAL 250ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
9002490247379;RED BULL MELANCIA 250ML;GENÉRICO;DESTILADOS;;;;;TRUE
9002490275013;ENERGÉTICO RED BULL MELÃO 250ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
9002490275020;ENERGÉTICO RED BULL AMORA 250ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
9002490280901;ENERGÉTICO BULL POMELO 250ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
9002490283063;ENERGÉTICO RED BULL ZERO 250 ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
90705411;ESCOVA DE DENTE ORAL-B;GENÉRICO;AGUAS;;;;;TRUE
91964183;BARBEADOR GILLETTE 3 C/1 UNDS;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
