EAN;Produto;Fabricante;Categoria;NCM;CEST;EAN adicional;Fornecedor;Ativo
7896007541874;ABSORVENTE OB INTIMUS C/8UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896007552412;FRALDA HUGGIES M C/16 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896007552429;FRALDA HUGGIES G C/16 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896007800056;MOLHO SHOYU LIGHT SAKURA 150ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896007811007;MOLHO SHOYU SAKURA 150ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896007811021;MOLHO SHOYU AJI-NO 150ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896007811304;MOLHO DE PIMENTA KENKO 150ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896007941254;FÓSFORO FIAT LUX C/50 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896007942534;FÓSFORO FIAT LUX 200UN;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896007952144;PALITO DE DENTE FIAT LUX C/100 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896007952151;PALITO DE DENTE FIAT LUX C/200 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896009301049;SARDINHA COQUEIRO 125G;GENÉRICO;ENLATADOS;;;;;TRUE
7896009718113;PILHA RAYOVAC AA PEQUENA COM 4 UNIDADES;GENÉRICO;GENERICO;;;;;TRUE
7896009724015;PILHA RAYOVAC AAA - 2UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896009728013;PILHA RAYOVAC AA - 2 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896009761911;PILHA RAYOVAC AAA C/4 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896015921316;FARINHA DE MANDIOCA PINDUCA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896016601408;LEITE DE COCO DUCOCO 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896018704824;LENÇO UMEDECIDO HUGGIES C/32 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896018704848;LENÇO UMEDECIDO HUGGIES C/88UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896020900245;MASSA DE PASTEL ROMANHA 200G;GENÉRICO;FRIOS;;;;;TRUE
7896021620050;ESPONJA WISH C/1 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7896021800209;FARINHA DE TRIGO SUDOESTE 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896021810017;FARINHA DE TRIGO NORDESTE 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896022086787;BOLACHA ISABELA MAIZENA 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896022086831;BOLACHA AO LEITE ISABELA 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896022086862;BOLACHA DE AGUA E SAL ISABELA 350G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896022200534;MACARRÃO PARAFUSO GALO 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022200732;MACARRÃO ESPAGUETE 9 GALO 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022200756;MACARRÃO ESPAGUETE 8 GALO 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022200879;MACARRÃO GALO 8 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022203603;MACARRÃO ESPAGUETE GALO 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022204914;MASSA PARA BOLO DE CENOURA RENATA 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022205447;MASSA PARA BOLO DE BRIGADEIRO RENATA 400G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022206666;MACARRÃO ESPAGUETE 7 GALO 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896022670016;VODKA ICE KOVAK 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7896026800709;PAPEL HIGIÊNICO DUETTO 30M 12UN;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896026801508;PAPEL TOALHA MAXIM C/100 FOLHAS;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896026844901;PAPEL TOALHA MAXIM 120 FOLHAS;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896026850148;PAPEL HIGIÊNICO DUETTO 30M 4UN;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896026850155;PAPEL HIGIÊNICO DUETTO C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896027920017;SAL REFINADO APOLO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896028014494;LEITE DE COCO MENINA 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896028030661;COCO RALADO MENINA 50G;GENÉRICO;MERCEARIA;;;;;TRUE
7896029014981;SACHE PARA CÃES PEDIGREE CARNE 100G;GENÉRICO;PET;;;;;TRUE
7896029015001;RAÇÃO PEDIGREE CARNE AO MOLHO 100G;GENÉRICO;PET;;;;;TRUE
7896029018958;RAÇÃO PEDIGREE 100GR;GENÉRICO;PET;;;;;TRUE
7896029022245;RAÇÃO PEDIGREE CARNE 100G;GENÉRICO;PET;;;;;TRUE
7896029022276;RAÇÃO PEDIGREE CORDEIRO 100G;GENÉRICO;PET;;;;;TRUE
7896029028414;SNACK PARA GATOS DREAMIES 40G;GENÉRICO;PET;;;;;TRUE
7896029046173;RAÇÃO WHISKAS FRANGO 85G;GENÉRICO;PET;;;;;TRUE
7896029046609;RAÇÃO WHISKAS SABOR CARNE AO MOLHO 85G;GENÉRICO;PET;;;;;TRUE
7896029047101;RAÇÃO WHISKAS CARNE 85G;GENÉRICO;PET;;;;;TRUE
7896029087336;RAÇÃO PEDIGREE 900G;GENÉRICO;PET;;;;;TRUE
7896030800733;PRATO COPOBRAS C/10 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896032501010;AÇÚCAR REFINADO DA BARRA 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896034610017;LEITE PARMALAT INTEGRAL 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896035210001;SAL REFINADO CISNE 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896035210018;SAL GROSSO CISNE 1KG;GENÉRICO;CHURRASCO;;;;;TRUE
7896036000717;EXTRATO DE TOMATE ELEFANTE 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896036000724;EXTRATO DE TOMATE ELEFANTE 300GR;GENÉRICO;MERCEARIA;;;;;TRUE
7896036090244;OLEO SOJA LIZA 900ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896036091340;MAIONESE LIZA 250G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896036095669;TOMATE PELADO POMAROLA 400G;GENÉRICO;ENLATADOS;;;;;TRUE
7896036098981;MOLHO DE TOMATE POMODORO 300G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896036099544;MOLHO DE TOMATE TARANTELLA 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896036099988;MOLHO DE TOMATE POMAROLA 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896038306053;ARROZ PARBOILIZADO URBANO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896038321056;ARROZ TIPO1 URBANO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896038365050;FEIJÃO CARIOCA URBANO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896038388059;FEIJÃO PRETO URBANO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896045101641;CAFÉ MOGIANA TRÊS CORAÇÕES 250G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045101658;CAFÉ TRÊS CORAÇÕES GOURMET CERRADO 250G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045101665;CAFÉ TRÊS CORAÇÕES GOURMET SUL DE MINAS 250G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045102396;CAFÉ TORRADO E MOÍDO A VÁCUO EXTRAFORTE 3 CORAÇÕES 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045102433;CAFÉ 3 CORAÇÕES TRADICIONAL 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045102440;CAFÉ TRÊS CORAÇÕES TRADICIONAL 500GR;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045102488;CAFÉ IGUAÇU TRADICIONAL 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045102990;CAFÉ SOLÚVEL PREMIUM IGUAÇU 40G;GENÉRICO;MERCEARIA;;;;;TRUE
7896045103003;CAFÉ SOLUVEL TRÊS CORAÇÕES 40G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896045505319;CERVEJA  AMSTEL 269ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506040;CERVEJA HEINEKEN ZERO ÁLCOOL 330ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506064;CERVEJA HEINEKEN ZERO 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506248;CERVEJA HEINEKEN LATA 473ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506415;CERVEJA AMSTEL ULTRA 269ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506439;CERVEJA AMSTEL ULTRA 275ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506873;CERVEJA HEINEKEN 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506880;CERVEJA HEINEKEN LATA 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506910;CERVEJA HEINEKEN ZERO ÁLCOOL 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045506934;CERVEJA AMSTEL 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896045512317;CERVEJA KAISER 350ML;GENÉRICO;CERVEJAS;;;;;TRUE
7896046581121;ORÉGANO 8G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896050200124;CACHAÇA VELHO BARREIRO 910ML;GENÉRICO;DESTILADOS;;;;;TRUE
7896050201589;ICE VELHO BARREIRO LIMÃO 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7896050201763;HYDRO PROTEIN UVA 500ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7896050201886;HYDRO PROTEIN FRUTAS VERMELHAS 500G;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7896050201930;ICE VELHO BARREIRO PINK LEMONADE 275ML;GENÉRICO;DESTILADOS;;;;;TRUE
7896050202166;HYDRO PROTEIN MELANCIA E LIMÃO 500G;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7896050202258;ENERGY PRO PINK LEMONADE 310ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7896050202265;ENERGY PRO TROPICAL 310ML;GENÉRICO;ENERGÉTICOS E ISOTÔNICOS;;;;;TRUE
7896053460013;PAPEL TOALHA SORELLA C/120 FOLHAS;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896056101234;MOLHO SHOYU ARRIFANA 150ML;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896057800174;VINAGRE GALO DE BARCELOS 750ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896058257182;BOLACHA TORTUGUITA CHOCOLATE 86G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896058257199;BOLACHA TORTUGUITA MORANGO 86G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896058257717;BOLACHA TORTUGUITA 86G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896058257724;BISCOITO TORTUGUITA CHOCOLATE 90G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896058500196;BALA DORI BANANA 60G;GENÉRICO;BALAS;;;;;TRUE
7896058500202;BALA DORI GELATINA 60G;GENÉRICO;BALAS;;;;;TRUE
7896058500738;AMENDOIM JAPONÊS DORI 70G;GENÉRICO;SNACKS;;;;;TRUE
7896058501100;AMENDOIM JAPONÊS DORI 100G;GENÉRICO;SNACKS;;;;;TRUE
7896058595291;DORI REGALIZ TUBO RECHEADO 70G;GENÉRICO;BISCOITOS, PÃES E DOCES;;;;;TRUE
7896058598674;AMENDOIM JAPONÊS DORI 90G;GENÉRICO;SNACKS;;;;;TRUE
7896058599053;AMENDOIM PETTIZ JAPONÊS SPECIAL 50G;GENÉRICO;SNACKS;;;;;TRUE
7896058599060;AMENDOIM PETTIZ SALGADO 50G;GENÉRICO;SNACKS;;;;;TRUE
7896058599473;GRANULADO DORI 120G;GENÉRICO;MERCEARIA;;;;;TRUE
7896058599930;GRANULADO DORI 120GR;GENÉRICO;MERCEARIA;;;;;TRUE
7896059800806;QUEIJO RALADO KUNZLER 40G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896060502614;QUEIJO MUSSARELA SANTA HELENA 150G;GENÉRICO;FRIOS;;;;;TRUE
7896060506155;CHOCOLEITE 260ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896060506483;CHOCOLEITE 208ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896060506513;CHOCO LEITE 200ML;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896061915109;PAPEL HIGIENICO SUBLIME 30M FOLHA SIMPLES;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896061916106;PAPEL HIGIÊNICO SOFTYS C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896061990502;LENÇO UMEDECIDO BABYSEC C/42 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896061995910;FRALDA BABYSEC C/32 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896061997600;PAPEL TOALHA COQUETEL C/1 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896064455169;FRALDA HUPPY TAMANHO M;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896064455176;FRALDA HUPPY TAMANHO G;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896064455183;FRALDA HUPPY XG C/16 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896064490856;LENÇO UMEDECIDO NATURAL BABY C/100 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896064490887;LENÇO UMEDECIDO HUPPY C/100 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896066301778;PÃO DE FORMA WICK BOLD INTEGRAL 450GR;GENÉRICO;MERCEARIA;;;;;TRUE
7896066303185;MASSA TORTILHA WICKBOLD 270G;GENÉRICO;MERCEARIA;;;;;TRUE
7896066761879;MORANGUETE 9G;GENÉRICO;DOCES;;;;;TRUE
7896067200162;PILHA PANASONIC AA2;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896072646856;GRANULADO MALAVÉRIO 150G;GENÉRICO;DOCES;;;;;TRUE
7896072697049;GRANULADO MALAVÉRIO 120G;GENÉRICO;DOCES;;;;;TRUE
7896072902921;VINHO DOM BOSCO SUAVE TINTO 750ML;GENÉRICO;VINHOS;;;;;TRUE
7896074605318;LASANHA FORNO DE MINAS 4 QUEIJOS 600G;GENÉRICO;CONGELADOS;;;;;TRUE
7896074606940;PÃO DE QUEIJO SÃO GERALDO 800G;GENÉRICO;CONGELADOS;;;;;TRUE
7896081805282;FILTRO DE CAFÉ IGUAÇU N102;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896081805299;FILTRO DE CAFÉ IGUAÇU 103 C/30 UND;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896082820420;SACO DE LIXO DOVER ROLL 50L C/30 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896082820437;SACO DE LIXO DOVER ROLL 100L C/15 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7896083800018;ÁGUA SANITÁRIA QBOA 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7896089010916;CAFÉ CABOCLO TRADICIONAL 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896089011470;CAFÉ CABOCLO 500G;GENÉRICO;MERCEARIA;;;;;TRUE
7896089012460;CAFÉ CABOCLO TRADICIONAL 250G;GENÉRICO;MERCEARIA;;;;;TRUE
7896089012637;CAFÉ PILÃO TRADICIONAL 250G;GENÉRICO;MERCEARIA;;;;;TRUE
7896089016215;CAFÉ CABOCLO EXTRAFORTE 500G;GENÉRICO;CAFÉ E CHÁ;;;;;TRUE
7896090100101;LÃ DE AÇO ASSOLAN C/8 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7896090100118;LÃ DE AÇO ASSOLAN 45G;GENÉRICO;LIMPEZA;;;;;TRUE
7896090105007;ESPONJA ASSOLAN PERTUTO;GENÉRICO;LIMPEZA;;;;;TRUE
7896090700301;ACETONA COM HIDRATANTE ZULU 90ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896090700455;REMOVEDOR ESMALTE ZULU 90 ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896090709441;ÁLCOOL DA ILHA 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7896096007688;CHANTILLY AMELIA 1L;GENÉRICO;MERCEARIA;;;;;TRUE
7896096013542;CHANTILLY AMÉLIA 200ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896098900208;DETERGENTE YPÊ NEUTRO 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098900215;DETERGENTE YPE MAÇÃ 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098900253;DETERGENTE YPÊ CLEAR 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098900604;DESINFETANTE YPÊ TRADICIONAL 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098900628;DESINFETANTE YPÊ PINHO LAVANDA 500ML;GENÉRICO;PRODUTOS DE LIMPEZA;;;;;TRUE
7896098900871;DESINFETANTE CONCENTRADO YPÊ ALQUÍMIA 500G;GENÉRICO;LIMPEZA;;;;;TRUE
7896098902233;SABONETE FLOR DE YPÊ 85G;GENÉRICO;LIMPEZA;;;;;TRUE
7896098902240;SABONETE FLOR DE YPE DAMASCO 85G;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896098902264;SABONETE FLOR DE YPE ROSAS 85G;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896098903049;AMACIANTE CONCENTRADO YPÊ DELICADO 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098903308;DESINFETANTE YPÊ TRADICIONAL 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7896098903612;DESINFETANTE YPE BAK FLORAL 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098903629;DESINFETANTE YPÊ BAK LAVANDA 500ML;GENÉRICO;LIMPEZA;;;;;TRUE
7896098904671;AGUA SANITARIA YPE 1L;GENÉRICO;LIMPEZA;;;;;TRUE
7896098904770;ESPONJA YPE C/1 UND;GENÉRICO;LIMPEZA;;;;;TRUE
7896098909720;SABÃO EM PÓ TIXAN YPÊ PRIMAVERA 400G;GENÉRICO;LIMPEZA;;;;;TRUE
7896098909744;LAVA-ROUPAS PÓ TIXAN YPÊ 800G;GENÉRICO;LIMPEZA;;;;;TRUE
7896098909805;SABÃO EM PÓ TIXAN YPÊ 800G;GENÉRICO;LIMPEZA;;;;;TRUE
7896098909898;SABÃO TIXAN YPÊ 800G;GENÉRICO;LIMPEZA;;;;;TRUE
7896100902053;FÓSFORO QUELUZ C/50 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896102500493;ERVILHA QUERO 170G;GENÉRICO;MERCEARIA;;;;;TRUE
7896102500608;MILHO VERDE QUERO 170G;GENÉRICO;ENLATADOS;;;;;TRUE
7896102500837;ERVILHA QUERO SACHÊ 280G;GENÉRICO;MERCEARIA;;;;;TRUE
7896102501872;MOLHO DE TOMATE TRADICIONAL QUERO 300G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896102501896;MOLHO DE TOMATE HEINZ 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896102502145;MOLHO DE TOMATE TRADICIONAL HEMMER 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896102502336;MOLHO DE TOMATE HEMMER MANJERICÃO 300G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896102503661;MOLHO DE TOMATE QUERO 300G;GENÉRICO;MERCEARIA;;;;;TRUE
7896102503739;MOLHO DE TOMATE QUERO 300GR;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896102503814;MOLHO DE TOMATE HEINZ 240G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896104993552;COTONETE MILI C/75 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104993583;PAPEL TOALHA RESIDENCE C/120 FOLHAS;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896104993668;LENÇO UMEDECIDO MILI C/100 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104993941;ABSORVENTE MILI C/8 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104994221;FRALDA MILI TAMANHO M C/48 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104994252;FRALDA MILI TAMANHO G C/28 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104994269;FRALDA MILI M C/32 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104995280;PAPEL HIGIÊNICO MILI C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896104999905;GUARDANAPO MILI C/50 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896110011639;FRALDA PERSONAL VIP G C/34 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896110012506;PAPEL HIGIÊNICO PERSONAL VIP C/6 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896110100043;SAL REFINADO LEBRE 1KG;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896110100319;SAL PIRÂMIDE 1KG;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896110100814;SAL GROSSO LEBRE 1KG;GENÉRICO;CHURRASCO;;;;;TRUE
7896114101916;QUEIJO RALADO IPANEMA 40G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896114901738;SARDINHA PESCADOR 125G;GENÉRICO;MERCEARIA;;;;;TRUE
7896114990190;ATUM RALADO PESCADOR 140G;GENÉRICO;ENLATADOS;;;;;TRUE
7896116900685;FARINHA DE MANDIOCA KICALDO 1KG;GENÉRICO;MERCEARIA;;;;;TRUE
7896126300086;GUARDANAPO BELLEVUE 20X22,5 C/50 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896180783856;DOCE DE LEITE ÁUREA 350G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896181708612;PAÇOCA DA COLÔNIA 14GR;GENÉRICO;DOCES;;;;;TRUE
7896181711971;PAÇOCA DA COLÔNIA 14G;GENÉRICO;DOCES;;;;;TRUE
7896202830155;TEMPERO OLIVEIRA 300G;GENÉRICO;MOLHOS E TEMPEROS;;;;;TRUE
7896202891484;DOCE DE LEITE OLIVEIRA 360G;GENÉRICO;DOCES;;;;;TRUE
7896213306076;REMOVEDOR ESMALTE BEIRA ALTA 90ML;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896213306755;REMOVEDOR DE ESMALTE BEIRA ALTA 90ML;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896216100107;MASSA PARA LASANHA MEZZANI 500G;GENÉRICO;FRIOS;;;;;TRUE
7896216100909;PÃO DE ALHO MEZZANI 310G;GENÉRICO;CHURRASCO;;;;;TRUE
7896221400506;SNACK TIME CHURRASCO 50G;GENÉRICO;SNACKS;;;;;TRUE
7896222716279;PRESERVATIVO OLLA C/3 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896222720030;PRESERVATIVO JONTEX C/3 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896222721068;PRESERVATIVO JONTEX SENSITIVE C/8 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896222721075;PRESERVATIVO JONTEX C/8 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896223709423;ÓLEO DE SOJA VILA VELHA 900ML;GENÉRICO;MERCEARIA;;;;;TRUE
7896227620014;COTONETE COTTONBABY C/75 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896227620151;ALGODAO COTTONBABY C/1 UND;GENÉRICO;DESCARTÁVEIS E UTILIDADES;;;;;TRUE
7896227650158;ABSORVENTE COTTONBABY C/8 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896233701370;PAPEL HIGIÊNICO DOBLE C/4 UND;GENÉRICO;HIGIENE PESSOAL;;;;;TRUE
7896256042696;BARRA DE ARROZ NATURAL LIFE SABOR CHOCOLATE 11G;GENÉRICO;BARRA DE CEREAIS E PROTEÍNA;;;;;TRUE
7896256042832;BISCOITO DE POLVILHO S/ GLUTEN NATURAL LIFE 90G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896256065480;SNACK INTEGRAL NATURAL LIFE CEBOLA E SALSA  70G;GENÉRICO;SNACKS;;;;;TRUE
7896256065497;SNACK INTEGRAL NATURAL LIFE SABOR MEL E MOSTARDA  70G;GENÉRICO;SNACKS;;;;;TRUE
7896256065817;BISCOITO DE ARROZ INTEGRAL LIFE 80G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896256066074;SNACK INTEGRAL NATURAL LIFE SABOR CHURRASCO 70G;GENÉRICO;SNACKS;;;;;TRUE
7896256066388;BISCOITO DE MILHO INTEGRAL LIFE 80G;GENÉRICO;BOLOS E BOLACHAS;;;;;TRUE
7896256600223;LEITE INTEGRAL TIROL 1L;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896256600278;DOCE DE LEITE TIROL 350G;GENÉRICO;DOCES;;;;;TRUE
7896256600544;QUEIJO MUSSARELA TIROL 150G;GENÉRICO;FRIOS;;;;;TRUE
7896256600780;CREME DE LEITE TIROL 200G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896256601275;MANTEIGA TIROL C/SAL 200G;GENÉRICO;FRIOS;;;;;TRUE
7896256601824;LEITE TIROL ZERO LACTOSE 1LT;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896256601848;LEITE INTEGRAL TIROL 1LT;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896256604962;LEITE CONDENSADO TIROL 395G;GENÉRICO;IOGURTE E LATICÍNIOS;;;;;TRUE
7896258400210;MASSA PARA PASTEL LA NONNA 400G;GENÉRICO;FRIOS;;;;;TRUE
7896262304351;BALA MENTOS FRUTAS 37,5G;GENÉRICO;BALAS;;;;;TRUE
7896262304467;BALA MENTOS FRUIT 38G;GENÉRICO;BALAS;;;;;TRUE
